Well name,Stage,Interval top MD [m],Interval Base MD [m],Break Down Pressure [Kpa],ISIP,Total fluid pumped [m^3],Prop in formation [tonne],Avg pressure [Kpa],Inject rate avg [m^3/min],Proppant type 1 Format: [ Local sand 50/140 ],Proppant type 2 [ Local sand 40/70 ],Proppant type 3 [ Local sand 40/70 ],# of Clusters,TVT Ranges
Alfonso_E_F,4,"4,715.59","4,773.34","37,630","26,230",213.02,3.8,,3.2,50/140,40/70,,1,1.127
Alfonso_E_F,5,"4,671.12","4,715.59","38,050","26,230",289.93,31,,4.53,50/140,40/70,,1,0.128
Alfonso_E_F,6,"4,612.64","4,671.12","36,050","26,230",221.87,13.9,,4.08,50/140,40/70,,1,0.28
Alfonso_E_F,7,"4,554.73","4,612.64","36,960","26,230",298.93,31,,4.41,50/140,40/70,,1,0.231
Alfonso_E_F,8,"4,497.20","4,554.73","35,700","26,230",339.25,31,,4.56,50/140,40/70,,1,1.093
Alfonso_E_F,9,"4,439.07","4,497.20","35,180","26,230",285.27,31,,5.23,50/140,40/70,,1,0.817
Alfonso_E_F,10,"4,380.58","4,439.07","4,709","26,230",321.08,31,,5.77,50/140,40/70,,1,0.437
Alfonso_E_F,11,"4,321.83","4,380.58","32,430","26,230",236.36,31,,5.62,50/140,40/70,,1,0.443
Alfonso_E_F,12,"4,263.10","4,321.83","32,180","26,230",245.07,31,,5.17,50/140,40/70,,1,0.008
Alfonso_E_F,13,"4,204.32","4,263.10","33,410","26,230",220.94,31,,5.89,50/140,40/70,,1,0.765
Alfonso_E_F,14,"4,159.92","4,204.32","34,030","26,230",225.02,31,,5.82,50/140,40/70,,1,1.289
Alfonso_E_F,15,"4,101.19","4,159.92","34,840","26,230",226.33,31,,5.23,50/140,40/70,,1,1.243
Alfonso_E_F,16,"4,042.42","4,101.19","32,990","26,230",212.94,31,,5.25,50/140,40/70,,1,0.033
Alfonso_E_F,17,"3,983.73","4,042.42","33,500","26,230",216.5,31,,5.43,50/140,40/70,,1,0.042
Alfonso_E_F,18,"3,924.96","3,983.73","34,900","26,230",242.62,31,,5.2,50/140,40/70,,1,1.13
Alfonso_E_F,19,"3,866.21","3,924.96","33,610","26,230",227.47,31,,5.57,50/140,40/70,,1,0.41
Alfonso_E_F,20,"3,809.81","3,866.21","32,510","26,230",219.02,31,,5.8,50/140,40/70,,1,0.059
Alfonso_E_F,21,"3,751.03","3,809.81","35,090","26,230",218.28,31,,5.25,50/140,40/70,,1,1.098
Alfonso_E_F,22,"3,692.24","3,751.03","33,270","26,230",210.93,31,,5.27,50/140,40/70,,1,0.026
Alfonso_E_F,23,"3,648.38","3,692.24","37,190","26,230",198.98,31,,5.38,50/140,40/70,,1,0.206
Alfonso_E_F,24,"3,589.63","3,648.38","34,460","26,230",207.16,31,,5.66,50/140,40/70,,1,0.314
Alfonso_E_F,25,"3,530.89","3,589.63","33,690","26,230",246.42,31,,6.66,50/140,40/70,,1,0.19
Alfonso_E_F,26,"3,472.13","3,530.89","30,420","26,230",206.57,31,,5.94,50/140,40/70,,1,1.008
Alfonso_E_F,27,"3,414.00","3,472.13","29,690","26,230",205.1,31,,6.41,50/140,40/70,,1,0.606
Alfonso_E_F,28,"3,370.82","3,414.00","32,320","26,230",195.21,31,,6.02,50/140,40/70,,1,0.652
Alfonso_E_F,29,"3,313.30","3,370.82","33,550","26,230",205.16,31,,5.83,50/140,40/70,,1,0.21
Alfonso_E_F,30,"3,255.43","3,313.30","33,600","26,230",199.82,31,,6.5,50/140,40/70,,1,0.139
Alfonso_E_F,31,"3,196.41","3,255.43","34,280","26,230",195.71,31,,6.69,50/140,40/70,,1,0.468
Alfonso_E_F,32,"3,138.41","3,196.41","27,460","26,230",199.07,31,,6.55,50/140,40/70,,1,1.478
Alfonso_E_F,33,"3,081.15","3,138.41","32,060","26,230",194.62,31,,6.67,50/140,40/70,,1,0.089
Alfonso_E_F,34,"3,037.37","3,081.15","30,980","26,230",233.38,31,,5.51,50/140,40/70,,1,0.129
Alfonso_E_F,35,"2,979.81","3,037.37","43,980","26,230",223.74,31,,4.66,50/140,40/70,,1,0.061
Alfonso_E_F,36,"2,923.14","2,979.81","36,380","26,230",197.67,31,,6.13,50/140,40/70,,1,0.396
Alfonso_E_F,37,"2,879.34","2,923.14","45,050","26,230",199.63,31,,5.64,50/140,40/70,,1,0.068
Alfonso_E_F,38,"2,820.58","2,879.34","36,750","26,230",187.32,31,,5.79,50/140,40/70,,1,0.221
Alfonso_E_F,39,"2,735.68","2,820.58","39,740","26,230",191.57,31,,6.11,50/140,40/70,,1,0.877
Alfonso_E_G,1,"5,234.50","5,280.00","29,400","25,790",305.19,16,"52,650",4.58,50/140,40/70,,1,0.162
Alfonso_E_G,2,"5,175.78","5,234.50","35,200","25,790",288.95,31,"53,750",4.92,50/140,40/70,,1,0.003
Alfonso_E_G,3,"5,117.89","5,175.78","35,830","25,790",299.29,31,"51,790",4.84,50/140,40/70,,1,0.111
Alfonso_E_G,4,"5,061.71","5,117.89","32,900","25,790",285.49,31,"53,470",5.23,50/140,40/70,,1,0.149
Alfonso_E_G,5,"5,005.56","5,061.71","29,590","25,790",283.33,31,"52,210",5.22,50/140,40/70,,1,0.096
Alfonso_E_G,6,"4,947.52","5,005.56","30,600","25,790",290.72,31,"52,310",5.36,50/140,40/70,,1,0.01
Alfonso_E_G,7,"4,894.22","4,947.52","31,170","25,790",268.31,31,"51,240",5.34,50/140,40/70,,1,0.217
Alfonso_E_G,8,"4,835.53","4,894.22","32,300","25,790",279.61,31,"50,010",5.1,50/140,40/70,,1,0.043
Alfonso_E_G,9,"4,799.15","4,835.53","39,250","25,790",277.33,31,"51,590",5.15,50/140,40/70,,1,0.874
Alfonso_E_G,10,"4,721.74","4,799.15","33,850","25,790",256.57,31,"49,860",5.44,50/140,40/70,,1,2.037
Alfonso_E_G,11,"4,665.64","4,721.74","27,200","25,790",301.31,31,"46,700",5.24,50/140,40/70,,1,0.492
Alfonso_E_G,12,"4,607.00","4,665.64","35,200","25,790",220.21,31,"52,320",5.6,50/140,40/70,,1,0.049
Alfonso_E_G,13,"4,552.61","4,607.00","27,720","25,790",283.58,31,"42,700",4.83,50/140,40/70,,1,0.054
Alfonso_E_G,14,"4,498.29","4,552.61","29,820","25,790",218.1,31,"51,980",6.32,50/140,40/70,,1,0.145
Alfonso_E_G,15,"4,442.11","4,498.29","32,260","25,790",219.36,31,"51,340",6.29,50/140,40/70,,1,0.034
Alfonso_E_G,16,"4,386.18","4,442.11","29,330","25,790",215.86,31,"51,220",6.49,50/140,40/70,,1,0.748
Alfonso_E_G,17,"4,327.45","4,386.18","29,720","25,790",214.85,31,"51,840",6.55,50/140,40/70,,1,1.115
Alfonso_E_G,18,"4,272.65","4,327.45","27,020","25,790",245.69,31,"48,780",6.08,50/140,40/70,,1,1.376
Alfonso_E_G,19,"4,215.22","4,272.65","28,300","25,790",180.78,31,"50,480",6.66,50/140,40/70,,1,0.23
Alfonso_E_G,20,"4,160.82","4,215.22","29,080","25,790",226.29,31,"51,680",6.98,50/140,40/70,,1,0.096
Alfonso_E_G,21,"4,105.01","4,106.82","30,250","25,790",236.18,31,"53,390",7.17,50/140,40/70,,1,0
Alfonso_E_G,22,"4,046.29","4,105.01","30,710","25,790",261.98,31,"48,070",5.96,50/140,40/70,,1,0.122
Alfonso_E_G,23,"3,987.61","4,046.29","25,740","25,790",251.36,31,"46,840",6.31,50/140,40/70,,1,0.583
Alfonso_E_G,24,"3,929.45","3,987.61","26,310","25,790",274.52,31,"35,590",4.61,50/140,40/70,,1,0.196
Alfonso_E_G,25,"3,872.34","3,929.45","27,390","25,790",301.17,31,"36,570",4.87,50/140,40/70,,1,0.57
Alfonso_E_G,26,"3,815.08","3,872.34","31,340","25,790",211.41,31,"50,110",6.5,50/140,40/70,,1,1.043
Alfonso_E_G,27,"3,759.76","3,815.08","27,150","25,790",218.22,31,"48,700",7.15,50/140,40/70,,1,0.63
Alfonso_E_G,28,"3,691.59","3,759.76","26,940","25,790",263.03,31,"39,330",5.48,50/140,40/70,,1,0.42
Alfonso_E_G,29,"3,627.11","3,691.59","28,810","25,790",210.97,31,"49,630",7.26,50/140,40/70,,1,0.486
Alfonso_E_G,30,"3,554.19","3,627.11","25,490","25,790",214.3,31,"47,530",7.01,50/140,40/70,,1,1.755
Alfonso_E_G,31,"3,482.18","3,554.19","31,800","25,790",203.8,31,"50,060",6.56,50/140,40/70,,1,2.413
Alfonso_E_G,32,"3,410.46","3,482.18","32,070","25,790",204.3,31,"49,810",6.65,50/140,40/70,,1,0.973
Alfonso_E_G,33,"3,342.70","3,410.46","28,630","25,790",204,31,"49,470",6.89,50/140,40/70,,1,1.434
Alfonso_E_G,34,"3,273.63","3,342.70","25,450","25,790",199.01,31,"47,660",6.73,50/140,40/70,,1,1.058
Alfonso_E_G,35,"3,201.56","3,273.63","31,200","25,790",201.03,31,"50,060",6.71,50/140,40/70,,1,1.442
Alfonso_E_G,36,"3,131.24","3,201.56","29,840","25,790",206.34,31,"49,700",7.08,50/140,40/70,,1,1.755
Alfonso_E_G,37,"3,058.28","3,131.24","27,300","25,790",196.12,31,"49,020",6.67,50/140,40/70,,1,0.503
Alfonso_E_G,38,"2,986.36","3,058.28","28,580","25,790",194.31,31,"49,330",6.77,50/140,40/70,,1,0.131
Alfonso_E_G,39,"2,918.63","2,986.36","31,960","25,790",203.67,31,"49,940",6.62,50/140,40/70,,1,0.522
Alfonso_E_G,40,"2,846.33","2,918.63","32,300","25,790",189.87,31,"50,720",6.21,50/140,40/70,,1,0.55
Alfonso_E_G,41,"2,777.79","2,846.33","28,630","25,790",192.78,31,"48,990",5.96,50/140,40/70,,1,0.054
Alfonso_E_G,42,"2,675.81","2,777.79","31,120","25,790",198.36,31,"51,560",7.25,50/140,40/70,,1,0.665
Alfonso_E_H,1,"5,514.43","5,560.00","40,970","31,940",557.64,40,"52,650",3.02,50/140,40/70,,1,0.655
Alfonso_E_H,2,"5,455.72","5,514.43","41,670","31,940",482.43,80,"53,750",3.21,50/140,40/70,,1,0.088
Alfonso_E_H,3,"5,400.40","5,455.72","49,260","31,940",458.46,80,"51,790",3.24,50/140,40/70,,1,0.546
Alfonso_E_H,4,"5,344.68","5,400.40","46,890","31,940",470.8,80,"53,470",3.32,50/140,40/70,,1,0.712
Alfonso_E_H,5,"5,288.55","5,344.68","60,670","31,940",468.41,80,"52,210",3.4,50/140,40/70,,1,2.307
Alfonso_E_H,6,"5,230.76","5,288.55","60,670","31,940",454.09,80,"52,310",3.44,50/140,40/70,,1,0.349
Alfonso_E_H,7,"5,172.02","5,230.76","42,690","31,940",820.69,79.5,"51,240",3.35,50/140,40/70,,1,0.984
Alfonso_E_H,8,"5,113.31","5,172.02","42,220","31,940",523.24,80,"50,010",3.08,50/140,40/70,,1,0.128
Alfonso_E_H,9,"5,055.56","5,113.31","45,010","31,940",404.82,80,"51,590",3.33,50/140,40/70,,1,0.449
Alfonso_E_H,10,"4,982.74","5,055.56","42,570","31,940",492.63,80,"49,860",3.28,50/140,40/70,,1,0.124
Alfonso_E_H,11,"4,911.19","4,982.74","45,430","31,940",428.92,80,"46,700",3.62,50/140,40/70,,1,0.051
Alfonso_E_H,12,"4,842.78","4,911.19","59,560","31,940",405.11,80,"52,320",4,50/140,40/70,,1,0.097
Alfonso_E_H,12,"4,770.99","4,842.78","41,540","31,940",702.46,80,"52,700",4.69,50/140,40/70,,1,0.544
Alfonso_E_H,14,"4,699.06","4,770.99","56,170","31,940",636.6,80,"51,980",5.2,50/140,40/70,,1,0.387
Alfonso_E_H,15,"4,626.08","4,699.06","56,550","31,940",541.49,80,"51,340",5.31,50/140,40/70,,1,1.141
Alfonso_E_H,16,"4,555.85","4,626.08","38,350","31,940",706.25,80,"51,220",3.71,50/140,40/70,,1,0.124
Alfonso_E_H,17,"4,483.00","4,555.85","38,950","31,940",418.5,40,"51,840",3.42,50/140,40/70,,1,2.316
Alfonso_E_H,18,"4,409.96","4,483.00","38,900","31,940",490.33,40,"48,780",4.09,50/140,40/70,,1,0.688
Alfonso_E_H,19,"4,337.85","4,409.96",0,"31,940",49.53,0,"50,480",3.78,50/140,40/70,,1,1.701
Alfonso_E_H,20,"4,264.77","4,337.85","36,950","31,940",647.15,80,"51,680",4.06,50/140,40/70,,1,2.77
Alfonso_E_H,21,"4,191.73","4,264.77",0,"31,940",428.31,40,"53,390",4.14,50/140,40/70,,1,0.176
Alfonso_E_H,22,"4,118.68","4,191.73",0,"31,940",424.01,40,"48,070",4.23,50/140,40/70,,1,0.147
Alfonso_E_H,23,"4,045.60","4,118.68",0,"31,940",131.47,0,"46,840",2,50/140,40/70,,1,0.024
Alfonso_E_H,24,"3,973.17","4,045.60","37,250","31,940",461.55,80,"50,580",5.09,50/140,40/70,,1,0.599
Alfonso_E_H,25,"3,900.14","3,973.17","39,380","31,940",451.86,80,"51,180",4.98,50/140,40/70,,1,1.827
Alfonso_E_H,26,"3,828.25","3,900.14","36,490","31,940",456.51,80,"50,580",4.96,50/140,40/70,,1,2.711
Alfonso_E_H,27,"3,758.20","3,828.25","46,770","31,940",455.09,80,"51,360",4.76,50/140,40/70,,1,0.321
Alfonso_E_H,28,"3,685.51","3,758.20","37,970","31,940",472.79,80,"51,650",5.5,50/140,40/70,,1,2.266
Alfonso_E_H,29,"3,627.70","3,685.51","26,080","31,940",416.57,80,"52,720",5.58,50/140,40/70,,1,0.656
Alfonso_E_H,30,"3,573.22","3,627.70","27,340","31,940",420.89,80,"52,520",5.67,50/140,40/70,,1,0.013
Alfonso_E_H,31,"3,515.14","3,573.22","26,930","31,940",418.89,80,"52,230",5.86,50/140,40/70,,1,0.039
Alfonso_E_H,32,"3,458.27","3,515.14","35,220","31,940",423.6,80,"51,340",5.86,50/140,40/70,,1,0.005
Alfonso_E_H,33,"3,401.75","3,458.27","36,290","31,940",418.95,80,"52,460",5.91,50/140,40/70,,1,0.031
Alfonso_E_H,34,"3,343.02","3,401.75","38,700","31,940",408.33,80,"52,420",5.99,50/140,40/70,,1,0.108
Alfonso_E_H,35,"3,284.36","3,343.02","33,720","31,940",412.76,80,"52,580",6.2,50/140,40/70,,1,0.997
Alfonso_E_H,36,"3,228.41","3,284.36","41,040","31,940",460.12,80,"50,770",5.65,50/140,40/70,,1,0.008
Alfonso_E_H,37,"3,170.35","3,228.41","32,790","31,940",433.74,80,"52,570",6.44,50/140,40/70,,1,1.34
Alfonso_E_H,38,"3,112.63","3,170.35","39,860","31,940",419.43,80,"53,240",6.16,50/140,40/70,,1,0.696
Alfonso_E_H,39,"3,056.06","3,112.63","40,440","31,940",417.5,80,"53,290",5.99,50/140,40/70,,1,0.223
Alfonso_E_H,40,"2,997.43","3,056.06","40,590","31,940",427.91,80,"52,630",5.74,50/140,40/70,,1,0.193
Alfonso_E_H,41,"2,939.01","2,997.43","39,710","31,940",424.9,80,"52,110",5.85,50/140,40/70,,1,0.064
Alfonso_E_H,42,"2,841.16","2,939.01","34,880","31,940",416.85,80,"52,450",5.87,50/140,40/70,,1,0.004
Alfonso_E_I,1,"4,995.83","5,040.00","48,430","22,770",323.71,16,"50,260",3.25,50/140,40/70,,1,1.243
Alfonso_E_I,2,"4,952.07","4,995.83","43,040","22,770",290.86,31,"54,130",3.59,50/140,40/70,,1,0.076
Alfonso_E_I,3,"4,893.33","4,952.07","40,020","22,770",307.31,31,"53,260",3.64,50/140,40/70,,1,1.461
Alfonso_E_I,4,"4,835.23","4,893.33","39,710","22,770",279.15,31,"53,250",3.97,50/140,40/70,,1,0.162
Alfonso_E_I,5,"4,780.65","4,835.23","39,790","22,770",278.5,31,"53,550",4.26,50/140,40/70,,1,0.013
Alfonso_E_I,6,"4,738.25","4,780.65","39,900","22,770",270.42,31,"53,380",4.34,50/140,40/70,,1,1.012
Alfonso_E_I,7,"4,681.80","4,738.25","39,250","22,770",287.72,31,"51,150",4.05,50/140,40/70,,1,0.458
Alfonso_E_I,8,"4,627.64","4,681.80","38,750","22,770",270.72,31,"52,550",4.47,50/140,40/70,,1,0.388
Alfonso_E_I,9,"4,572.49","4,627.64","37,860","22,770",298.18,31,"51,680",4.46,50/140,40/70,,1,0.191
Alfonso_E_I,10,"4,529.58","4,572.49","38,150","22,770",259.46,31,"53,140",4.89,50/140,40/70,,1,0.587
Alfonso_E_I,11,"4,476.56","4,529.58","34,930","22,770",308.09,31,"47,830",4.31,50/140,40/70,,1,0.066
Alfonso_E_I,12,"4,423.05","4,476.56","37,290","22,770",266.49,31,"48,670",4.61,50/140,40/70,,1,0.475
Alfonso_E_I,13,"4,366.34","4,423.05","35,500","22,770",231.37,31,"52,980",5.03,50/140,40/70,,1,0.132
Alfonso_E_I,14,"4,309.87","4,366.34","37,280","22,770",237.04,31,"52,640",5.29,50/140,40/70,,1,0.352
Alfonso_E_I,15,"4,253.03","4,309.87","35,560","22,770",254.46,31,"53,280",5.6,50/140,40/70,,1,0.464
Alfonso_E_I,16,"4,198.22","4,253.03","31,190","22,770",233.12,31,"52,500",5.61,50/140,40/70,,1,0.194
Alfonso_E_I,17,"4,143.64","4,198.22","43,450","22,770",228.37,31,"54,070",5.8,50/140,40/70,,1,0.767
Alfonso_E_I,18,"4,087.56","4,143.64","36,570","22,770",278.63,31,"50,280",5.41,50/140,40/70,,1,0.111
Alfonso_E_I,19,"4,033.65","4,087.56","35,830","22,770",219.15,31,"51,660",5.69,50/140,40/70,,1,0.076
Alfonso_E_I,20,"3,978.00","4,033.65","36,780","22,770",217.02,31,"51,540",5.79,50/140,40/70,,1,0.378
Alfonso_E_I,21,"3,923.11","3,978.00","33,110","22,770",263.91,31,"47,080",5.01,50/140,40/70,,1,0.33
Alfonso_E_I,22,"3,868.21","3,923.11","36,190","22,770",216.15,31,"52,120",5.67,50/140,40/70,,1,0.04
Alfonso_E_I,23,"3,813.14","3,868.21","31,870","22,770",216.48,31,"49,640",5.63,50/140,40/70,,1,0.387
Alfonso_E_I,24,"3,756.64","3,813.14","36,800","22,770",219.45,31,"52,190",5.73,50/140,40/70,,1,0.012
Alfonso_E_I,25,"3,700.55","3,756.64","31,470","22,770",213.07,31,"51,860",5.93,50/140,40/70,,1,0.439
Alfonso_E_I,26,"3,644.03","3,700.55","37,740","22,770",253.51,31,"50,050",5.3,50/140,40/70,,1,0.124
Alfonso_E_I,27,"3,587.53","3,644.03","37,400","22,770",87.13,31,"51,380",6.4,50/140,40/70,,1,1.002
Alfonso_E_I,28,"3,532.07","3,587.53","43,380","22,770",275.07,31,"45,410",5.07,50/140,40/70,,1,0.524
Alfonso_E_I,29,"3,477.86","3,532.07","38,370","22,770",213.81,31,"52,670",6.21,50/140,40/70,,1,0.102
Alfonso_E_I,30,"3,420.95","3,477.86","38,020","22,770",208.62,31,"52,170",5.92,50/140,40/70,,1,0.041
Alfonso_E_I,31,"3,364.43","3,420.95","37,040","22,770",212.21,31,"52,000",6.61,50/140,40/70,,1,0.274
Alfonso_E_I,32,"3,308.28","3,364.43","37,210","22,770",210.72,31,"51,230",6.67,50/140,40/70,,1,0.225
Alfonso_E_I,33,"3,254.21","3,308.28","37,250","22,770",211.21,31,"51,570",6.54,50/140,40/70,,1,0.051
Alfonso_E_I,34,"3,198.27","3,254.21","33,930","22,770",202.75,31,"51,830",6.71,50/140,40/70,,1,0.375
Alfonso_E_I,35,"3,142.27","3,198.27","36,890","22,770",212.38,31,"52,060",6.4,50/140,40/70,,1,0.057
Alfonso_E_I,36,"3,088.60","3,142.27","37,260","22,770",207.38,31,"52,300",6.21,50/140,40/70,,1,0.048
Alfonso_E_I,37,"3,033.59","3,088.60","37,250","22,770",200.98,31,"51,610",6.31,50/140,40/70,,1,0.122
Alfonso_E_I,38,"2,978.55","3,033.59","37,420","22,770",209.16,31,"51,320",6.03,50/140,40/70,,1,0.073
Alfonso_E_I,39,"2,921.82","2,978.55","39,880","22,770",196.75,31,"50,900",6.89,50/140,40/70,,1,0.475
Alfonso_E_I,40,"2,871.62","2,921.82","39,610","22,770",203.78,31,"51,710",6.26,50/140,40/70,,1,0.462
Alfonso_E_I,41,"2,815.04","2,871.62","40,460","22,770",203.85,31,"51,320",6.61,50/140,40/70,,1,0.453
Alfonso_E_I,42,"2,716.29","2,815.04","42,050","22,770",204.22,31,"52,390",6.6,50/140,40/70,,1,2.942
Alfonso_E_J,1,"4,877.18","4,921.00","36,390","24,810",261.73,16,"54,260",4.15,50/140,40/70,,1,0.223
Alfonso_E_J,2,"4,836.69","4,877.18","41,180","24,810",368.11,31,"50,120",3.91,50/140,40/70,,1,0.626
Alfonso_E_J,3,"4,793.80","4,836.69","33,140","24,810",320.66,31,"49,450",4.35,50/140,40/70,,1,0.817
Alfonso_E_J,4,"4,752.20","4,793.80","43,340","24,810",310.26,31,"52,600",4.66,50/140,40/70,,1,0.138
Alfonso_E_J,5,"4,696.36","4,752.20","36,890","24,810",371.98,31,"47,020",4.04,50/140,40/70,,1,0.989
Alfonso_E_J,6,"4,645.55","4,696.36",0,"24,810",350.33,31,"44,670",3.95,50/140,40/70,,1,0.699
Alfonso_E_J,7,"4,592.08","4,645.55","30,490","24,810",411.71,31,"46,330",4.36,50/140,40/70,,1,0.663
Alfonso_E_J,8,"4,534.36","4,592.08",0,"24,810",327.29,31,"44,690",4.1,50/140,40/70,,1,0.561
Alfonso_E_J,9,"4,479.25","4,534.36",0,"24,810",0,0,0,0,50/140,40/70,,1,1.411
Alfonso_E_J,10,"4,421.82","4,479.25",0,"24,810",0,0,0,0,50/140,40/70,,1,0.016
Alfonso_E_J,11,"4,363.19","4,421.82","34,610","24,810",374.56,31,"47,550",4.25,50/140,40/70,,1,0.833
Alfonso_E_J,12,"4,308.17","4,363.19","30,490","24,810",236.14,31,"49,010",4.74,50/140,40/70,,1,0.794
Alfonso_E_J,13,"4,252.62","4,308.17","37,760","24,810",248.49,31,"49,920",4.35,50/140,40/70,,1,0.866
Alfonso_E_J,14,"4,195.95","4,252.62","38,410","24,810",310.38,31,"47,250",4.17,50/140,40/70,,1,0.299
Alfonso_E_J,15,"4,137.60","4,195.95",0,"24,810",0,0,0,0,50/140,40/70,,1,0.315
Alfonso_E_J,16,"4,083.10","4,137.60","38,580","24,810",343.34,31,"46,050",4.21,50/140,40/70,,1,0.039
Alfonso_E_J,17,"4,028.21","4,083.10","48,210","24,810",274.04,31,"50,940",4.98,50/140,40/70,,1,1.677
Alfonso_E_J,18,"3,970.75","4,028.21","37,770","24,810",226.13,31,"52,470",5,50/140,40/70,,1,0.911
Alfonso_E_J,19,"3,914.86","3,970.75","38,540","24,810",245.41,31,"52,030",4.78,50/140,40/70,,1,0.044
Alfonso_E_J,20,"3,857.01","3,914.86","38,280","24,810",234.91,31,"52,390",4.95,50/140,40/70,,1,0.063
Alfonso_E_J,21,"3,803.84","3,857.01","37,630","24,810",232.01,31,"52,360",5.09,50/140,40/70,,1,0.079
Alfonso_E_J,22,"3,748.66","3,803.84","32,190","24,810",239.62,31,"48,570",4.85,50/140,40/70,,1,1.191
Alfonso_E_J,23,"3,693.07","3,748.66","45,690","24,810",232.41,31,"51,490",5.91,50/140,40/70,,1,1.445
Alfonso_E_J,24,"3,636.74","3,693.07","36,210","24,810",236.81,31,"48,290",5.33,50/140,40/70,,1,0.12
Alfonso_E_J,25,"3,578.72","3,636.74","35,310","24,810",273.8,31,"52,320",6.62,50/140,40/70,,1,1.487
Alfonso_E_J,26,"3,520.04","3,578.72","33,970","24,810",237.8,31,"49,670",6.56,50/140,40/70,,1,1.381
Alfonso_E_J,27,"3,463.54","3,520.04","26,510","24,810",262.47,31,"46,650",6.56,50/140,40/70,,1,0.289
Alfonso_E_J,28,"3,407.84","3,463.54","33,690","24,810",214.4,31,"51,690",5.9,50/140,40/70,,1,0.034
Alfonso_E_J,29,"3,353.36","3,407.84","36,150","24,810",214.11,31,"51,220",5.55,50/140,40/70,,1,0.266
Alfonso_E_J,30,"3,296.60","3,353.36","35,540","24,810",218.61,31,"50,330",5.88,50/140,40/70,,1,0.197
Alfonso_E_J,31,"3,237.98","3,296.60","33,980","24,810",208.93,31,"51,330",6.44,50/140,40/70,,1,0.333
Alfonso_E_J,32,"3,180.00","3,237.98","31,850","24,810",213.42,31,"49,730",6.25,50/140,40/70,,1,0.031
Alfonso_E_J,33,"3,121.85","3,180.00","34,320","24,810",208.65,31,"51,750",6.16,50/140,40/70,,1,0.252
Alfonso_E_J,34,"3,063.20","3,121.85","32,860","24,810",239.49,31,"47,110",5.47,50/140,40/70,,1,0.831
Alfonso_E_J,35,"3,007.45","3,063.20","28,450","24,810",204.33,31,"47,810",6.51,50/140,40/70,,1,0.546
Alfonso_E_J,36,"2,949.42","3,007.45","41,330","24,810",196.1,31,"48,070",5.95,50/140,40/70,,1,0.394
Alfonso_E_J,37,"2,848.18","2,949.42","29,720","24,810",196.14,31,"50,890",5.99,50/140,40/70,,1,1.106
Alfonso_E_K,1,"4,448.83","4,494.00","31,720","24,420",308.36,16,"51,860",5.58,50/140,40/70,,1,0.095
Alfonso_E_K,2,"4,392.56","4,448.83","37,340","24,420",295.47,31,"53,040",6.11,50/140,40/70,,1,0.069
Alfonso_E_K,3,"4,340.73","4,392.56","27,650","24,420",282.49,31,"52,100",6.11,50/140,40/70,,1,0.72
Alfonso_E_K,4,"4,283.82","4,340.73","29,940","24,420",299.38,31,"53,230",6.39,50/140,40/70,,1,0.732
Alfonso_E_K,5,"4,224.36","4,283.82","30,110","24,420",274.07,31,"52,730",6.46,50/140,40/70,,1,0.964
Alfonso_E_K,6,"4,166.58","4,224.36","35,300","24,420",283.13,31,"52,110",6.5,50/140,40/70,,1,3.037
Alfonso_E_K,7,"4,111.55","4,166.58","34,520","24,420",278,31,"52,190",6.52,50/140,40/70,,1,0.126
Alfonso_E_K,8,"4,052.97","4,111.55","29,490","24,420",293.27,31,"52,420",6.96,50/140,40/70,,1,0.134
Alfonso_E_K,9,"3,994.40","4,052.97","32,080","24,420",269.88,31,"52,030",6.96,50/140,40/70,,1,0.026
Alfonso_E_K,10,"3,934.80","3,994.40","31,710","24,420",268.58,31,"51,010",6.96,50/140,40/70,,1,0.127
Alfonso_E_K,11,"3,875.32","3,934.80","31,620","24,420",240.01,31,"50,060",6.91,50/140,40/70,,1,0.357
Alfonso_E_K,12,"3,816.86","3,875.32","34,870","24,420",259.34,31,"51,480",7.31,50/140,40/70,,1,0.066
Alfonso_E_K,13,"3,758.30","3,816.86","38,050","24,420",289.49,31,"55,200",7.25,50/140,40/70,,1,0.038
Alfonso_E_K,14,"3,699.80","3,758.30","35,890","24,420",247.96,31,"51,500",7.37,50/140,40/70,,1,0.121
Alfonso_E_K,15,"3,640.25","3,699.80","35,760","24,420",226.18,31,"50,840",7.04,50/140,40/70,,1,0.002
Alfonso_E_K,16,"3,581.78","3,640.25","32,740","24,420",256.35,31,"49,840",7.04,50/140,40/70,,1,0.066
Alfonso_E_K,17,"3,522.73","3,581.78","31,490","24,420",280.57,31,"45,200",6.58,50/140,40/70,,1,0.017
Alfonso_E_K,18,"3,465.53","3,522.73","38,990","24,420",237.14,31,"48,300",7.15,50/140,40/70,,1,0.071
Alfonso_E_K,19,"3,410.80","3,465.53","37,300","24,420",234.05,31,"50,450",7.56,50/140,40/70,,1,0.191
Alfonso_E_K,20,"3,351.25","3,410.80","39,050","24,420",234.74,31,"49,660",7.7,50/140,40/70,,1,1.235
Alfonso_E_K,21,"3,293.70","3,351.25","29,060","24,420",245.88,31,"48,730",7.66,50/140,40/70,,1,0.898
Alfonso_E_K,22,"3,235.14","3,293.70","32,100","24,420",228.95,31,"47,470",7.54,50/140,40/70,,1,0.67
Alfonso_E_K,23,"3,176.20","3,235.14","28,880","24,420",302.72,31,"46,210",6.88,50/140,40/70,,1,1.527
