Well name,Stage,Interval top MD [m],Interval Base MD [m],Break Down Pressure [Kpa],ISIP,Total fluid pumped [m^3],Prop in formation [tonne],Avg pressure [Kpa],Inject rate avg [m^3/min],Proppant type 1 Format: [ Local sand 50/140 ],Proppant type 2 [ Local sand 40/70 ],Proppant type 3 [ Local sand 40/70 ],# of Clusters,TVT Ranges
IgorK_E_F,1,"4,333.93","4,395.00","42,500",,247.50,31,"53,700",4,,,,1,0.591
IgorK_E_F,2,"4,280.87","4,331.87","39,500",,224,31,"55,100",4.3,,,,1,0.099
IgorK_E_F,3,"4,227.80","4,278.81","38,500",,202.5,31,"57,300",4.9,,,,1,0.141
IgorK_E_F,4,"4,174.76","4,225.74","45,500",,201.00,31,"54,600",5.2,,,,1,0.614
IgorK_E_F,5,"4,122.09","4,172.70","53,000",,232.6,31,"54,800",5.9,,,,1,0.322
IgorK_E_F,6,"4,069.02","4,120.03","38,900",,209,31,"56,300",5.9,,,,1,0.054
IgorK_E_F,7,"4,015.98","4,066.96","50,000",,204.2,31,"53,200",6,,,,1,0.144
IgorK_E_F,8,"3,963.34","4,013.92","45,000",,201,31,"52,800",6,,,,1,0.203
IgorK_E_F,9,"3,910.29","3,961.28",,,240,31,"48,400",6.2,,,,1,0.473
IgorK_E_F,10,"3,857.24","3,908.23","46,500",,212,31,"47,000",6,,,,1,0.059
IgorK_E_F,11,"3,804.68","3,855.18",,,198.5,31,"46,300",6,,,,1,1.394
IgorK_E_F,12,"3,757.19","3,802.62","38,000",,188,31,"45,300",6,,,,1,1.242
IgorK_E_F,13,"3,709.97","3,755.13","38,100",,195,31,"49,100",5.8,,,,1,1.221
IgorK_E_F,14,"3,662.81","3,707.91",,,177,31,"48,600",5.8,,,,1,0.234
IgorK_E_F,15,"3,615.25","3,660.75",,,205,31,"49,000",6,,,,1,0.169
IgorK_E_F,16,"3,568.64","3,613.19","38,600",,183,31,"45,700",6,,,,1,0.07
IgorK_E_F,17,"3,513.30","3,566.58","38,300",,182.5,31,"43,600",6,,,,1,0.008
IgorK_E_F,18,"3,464.51","3,511.24","38,200",,216.7,31,"46,300",6.3,,,,1,0.399
IgorK_E_F,19,"3,260.00","3,410.20","56,400",,703.6,123.8,"51,400",8.5,,,,1,0.561
IgorK_E_F,20,"3,060.00","3,210.20","56,000",,640.7,124.2,"52,700",8.2,,,,1,2.505
IgorK_E_F,21,"2,860.00","3,010.20","51,300",,637.3,124.2,"53,300",8.2,,,,1,1.03
IgorK_E_F,22,"2,610.00","2,810.20","54,000",,735.1,155.2,"55,200",9.3,,,,1,3.009
IgorK_E_F,23,"2,360.00","2,560.20","57,900",,804.7,155.5,"53,000",9.4,,,,1,14.54
IgorK_E_H,1,"4,346.26","4,350.36","56,200",,438.60,61.2,"51,000",5.8,,,,1,0.019
IgorK_E_H,2,"4,095.00","4,245.20","53,800",,669.2,120,"56,100",6.1,,,,4,1.026
IgorK_E_H,3,"3,895.00","4,045.20","42,400",,854,120,"54,000",8,,,,4,0.977
IgorK_E_H,4,"3,695.00","3,845.20","45,700",,656.00,120,"52,200",8,,,,4,1.966
IgorK_E_H,5,"3,445.00","3,645.20","60,000",,727.2,150,"53,000",6.6,,,,4,0.23
IgorK_E_H,6,"3,195.00","3,395.20","53,000",,680,150,"56,000",6.5,,,,5,4
IgorK_E_H,7,"2,945.00","3,145.20","48,000",,713.9,150,"56,000",6,,,,5,6.939
IgorK_E_H,8,"2,695.00","2,895.20","53,000",,695,150.1,"53,000",8.6,,,,5,0.149
IgorK_E_H,9,"2,425.00","2,645.20","38,000",,668,150.2,"54,000",9.0,,,,5,31.462
IgorK_E_K,1,"4,676.55","4,680.65","52,200",,409.8,61.2,"52,200",5.3,,,,1,0.013
IgorK_E_K,2,"4,425.00","4,575.20","43,200",,686.6,124.3,"57,200",6,,,,4,0.809
IgorK_E_K,3,"4,225.00","4,375.20","58,900",,835.30,155.4,"54,000",6.7,,,,4,0.105
IgorK_E_K,4,"3,925.00","4,125.20","42,800",,777.2,155.4,"56,700",7.2,,,,5,0.088
IgorK_E_K,5,"3,675.00","3,875.20","42,100",,779.5,155.6,"55,200",7.7,,,,5,1.786
IgorK_E_K,6,"3,425.00","3,625.20","46,700",,922.5,155.2,"56,300",7.1,,,,5,0.177
IgorK_E_K,7,"3,175.00","3,375.20","60,000",,730.4,155.4,"53,800",5.1,,,,5,0.567
IgorK_E_K,8,"2,925.00","3,125.20","48,900",,662.9,124.1,"49,900",6.6,,,,5,4.581
IgorK_E_K,9,"2,675.00","2,875.20","58,800",,738.6,155.5,"55,800",5.2,,,,5,0.631
IgorK_E_K,10,"2,405.00","2,625.20","48,300",,711.4,150.6,"54,500",9.8,,,,5,62.671
Julian_W_L,1,"3,940.00","3,944.07","56,600",,382.9,61,"20,800",6,Sand 50/140,Sand 40/70,SB Excel 20/40,1,0.021
Julian_W_L,2,"3,695.00","3,845.20","55,300",,638.9,124.3,"22,500",8,Sand 50/140,Sand 40/70,SB Excel 20/40,4,0.225
Julian_W_L,3,"3,495.00","3,645.20","43,300",,651.20,124.5,"22,500",7.7,Sand 50/140,Sand 40/70,SB Excel 20/40,4,0.264
Julian_W_L,4,"3,245.00","3,445.20","35,700",,777.6,155.4,"23,600",,Sand 50/140,Sand 40/70,SB Excel 20/40,5,2.265
Julian_W_L,5,"2,995.00","3,195.20","55,100",,726.3,154.9,"24,100",8.4,Sand 50/140,Sand 40/70,SB Excel 20/40,5,0.208
Julian_W_L,6,"2,745.00","2,945.20","44,000",,755.4,157,"28,000",9.6,Sand 50/140,Sand 40/70,SB Excel 20/40,5,1.467
Julian_W_L,7,"2,435.00","2,695.20","40,500",,852.4,186.3,"23,500",9.8,Sand 50/140,Sand 40/70,SB Excel 20/40,6,5.937
Julian_W_Q,1,"4,154.03","4,158.10","42,400",,430.5,61.3,"26,300",5.7,,,,1,0.045
Julian_W_Q,2,"3,900.00","4,050.20","43,100",,627.2,124.04,"23,200",6.9,,,,4,0.071
Julian_W_Q,3,"3,700.00","3,850.20","41,100",,729.50,124.08,"25,200",7.5,,,,4,3.016
Julian_W_Q,4,"3,500.00","3,650.20","45,900",,605.8,124.26,"26,600",7.8,,,,4,0.255
Julian_W_Q,5,"3,300.00","3,450.20","44,200",,605.5,124.2,"25,500",8.1,,,,4,1.855
Julian_W_Q,6,"3,100.00","3,250.20","39,400",,649.3,124.69,"25,500",7.4,,,,4,0.403
Julian_W_Q,7,"2,900.00","3,050.25","45,000",,656.9,124.51,"24,200",7,,,,4,1.659
Julian_W_Q,8,"2,650.00","2,850.20","46,500",,708.7,155.22,"27,800",7.2,,,,5,2.637
Julian_W_Q,9,"2,390.00","2,600.20","37,300",,710.2,155.54,"24,800",8.9,,,,5,32.182
Julian_W_S,1,"4,367.23","4,371.30","37,500",,421.5,62.43,"27,800",5.4,,,,1,0.067
Julian_W_S,2,"4,120.00","4,270.20","41,500",,639.9,124.3,"22,100",5.7,,,,4,1.351
Julian_W_S,3,"3,920.00","4,070.20","49,400",,633.40,124.3,"26,800",6.6,,,,4,3.621
Julian_W_S,4,"3,720.00","3,870.20","44,400",,631,124.42,"24,300",7.7,,,,4,2.823
Julian_W_S,5,"3,520.00","3,670.20","45,000",,900.6,124.49,"24,100",4.7,,,,4,1.469
Julian_W_S,6,"3,320.00","3,470.20","43,100",,603.3,124,"25,500",7.3,,,,4,0.92
Julian_W_S,7,"3,070.00","3,270.20","38,400",,756.7,155.4,"26,700",10,,,,5,2.416
Julian_W_S,8,"2,820.00","3,020.20","42,500",,812.8,155.41,"26,000",7.0,,,,5,0.652
Julian_W_S,9,"2,540.00","2,770.20","35,500",,679.4,150.64,"21,600",10.1,,,,5, nan
Aleksandra_E_A,1,"3,960.00","4,110.50","45,210",,931.17,124,"44,050",6.11,,,,4,0.252
Aleksandra_E_A,2,"3,760.00","3,910.20","52,600",,859.55,124,"53,700",5.7,,,,4,3.067
Aleksandra_E_A,3,"3,560.00","3,711.20","48,720",,772.25,124,"46,000",7.83,,,,4,2.721
Aleksandra_E_A,4,"3,360.00","3,510.20","52,080",,774.57,124,"52,600",7.4,,,,4,0.053
Aleksandra_E_A,5,"3,160.00","3,310.20","53,000",,770.1,124,"53,800",6.5,,,,4,1.079
Aleksandra_E_A,6,"2,910.00","3,110.20","36,780",,"1,020.19",155,"53,500",7,,,,5,0.499
Aleksandra_E_A,7,"2,660.00","2,859.20","58,600",,912.12,155,"52,900",9.45,,,,5,3.497
Aleksandra_E_A,8,"2,410.00","2,610.20","55,100",,916.8,155,"51,800",9.3,,,,5,56.743
Aleksandra_E_B,1,"4,261.74","4,263.80","47,180",,389,11,"50,200",3.34,,,,1,0.034
Aleksandra_E_B,2,"4,164.47","4,165.73","42,100",,251.9,31,"49,100",5.9,,,,1,0.021
Aleksandra_E_B,3,"4,112.21","4,113.47","42,100",,260.20,31,"49,100",5.9,,,,1,0.009
Aleksandra_E_B,4,"4,057.07","4,058.33","48,900",,275.3,31,"50,000",5.9,,,,1,0.01
Aleksandra_E_B,5,"4,006.87","4,008.13","66,300",,403.91,27,"49,300",2,,,,1,0.016
Aleksandra_E_B,6,"3,952.01","3,953.27","60,700",,373.11,31,"48,380",4.76,,,,1,0.011
Aleksandra_E_B,7,"3,898.18","3,899.44","53,740",,441.76,31,"45,990",2.81,,,,1,0.009
Aleksandra_E_B,8 - No Frac Placed ,"3,856.40","3,857.66","66,470",,110.7,,"48,400",0.2,,,,0,0.002
Aleksandra_E_B,9,"3,802.62","3,803.88","65,940",,312.6,31,"50,500",2.3,,,,1,0.043
Aleksandra_E_B,10,"3,602.00","3,752.20","59,960",,908.9,124,"50,990",6.11,,,,4,0.661
Aleksandra_E_B,11,"3,402.00","3,552.20","56,600",,855.05,124,"51,600",6,,,,4,0.851
Aleksandra_E_B,12,"3,202.00","3,352.20","62,200",,892.14,124,"54,710",6.34,,,,4,0.637
Aleksandra_E_B,13,"3,002.00","3,152.20","63,000",,783.78,114,"54,140",6.57,,,,5,1.28
Aleksandra_E_B,14,"2,752.00","2,952.20","47,630",,936.46,155,"52,960",5.3,,,,5,3.179
Aleksandra_E_B,15,"2,487.00","2,702.20","59,560",,980,155,"53,040",8.9,,,,5,32.008
Aleksandra_W_F,1,"4,553.30","4,605.16","56,580","23,110",362.3,31.02,"54,040",5.7,Sand 50/140,Ottawa Sand 40/70,,1,1.019
Aleksandra_W_F,2,"4,451.84","4,553.30","56,830","23,110",479.4,61.03,"50,970",6,Sand 50/140,Ottawa Sand 40/70,,1,0.255
Aleksandra_W_F,3,"4,350.51","4,451.84","49,810","23,110",497.08,60.98,"48,060",5.97,Sand 50/140,Ottawa Sand 40/70,,1,2.007
Aleksandra_W_F,4,"4,263.79","4,350.51","58,280","23,110",442.11,61.01,"47,870",5.98,Sand 50/140,Ottawa Sand 40/70,,1,0.918
Aleksandra_W_F,5,"4,164.25","4,263.79","47,950","23,110",371.04,61.02,"46,610",5.99,Sand 50/140,Ottawa Sand 40/70,,1,4.281
Aleksandra_W_F,6,"4,077.89","4,164.25","47,880","23,110",395.50,61.06,"44,950",6,Sand 50/140,Ottawa Sand 40/70,,1,0.155
Aleksandra_W_F,7,"3,979.22","4,077.89","47,620","23,110",383.9,60.99,"44,300",6,Sand 50/140,Ottawa Sand 40/70,,1,0.275
Aleksandra_W_F,8,"3,894.59","3,979.22","48,170","23,110",410.1,61,"43,700",6.0,Sand 50/140,Ottawa Sand 40/70,,1,0.048
Aleksandra_W_F,9,"3,713.23","3,823.90","43,190","23,110",358.5,60.96,"41,540",6,Sand 50/140,Ottawa Sand 40/70,,1,0.317
Aleksandra_W_F,10,"3,610.84","3,713.23","43,400","23,110",375,61.09,"41,970",6,Sand 50/140,Ottawa Sand 40/70,,1,0.595
Aleksandra_W_F,11,"3,500.98","3,610.84","44,500","23,110",365.7,60.98,"41,490",6,Sand 50/140,Ottawa Sand 40/70,,1,1.91
Aleksandra_W_F,12,"3,400.61","3,500.98","43,040","23,110",360,61.2,"40,800",6,Sand 50/140,Ottawa Sand 40/70,,1,0.266
Aleksandra_W_F,13,"3,303.00","3,400.61","47,360","23,110",344.26,61.02,"40,550",5.99,Sand 50/140,Ottawa Sand 40/70,,1,0.027
Aleksandra_W_F,14,"3,188.08","3,303.00","40,050","23,110",353.27,61.04,"39,620",5.98,Sand 50/140,Ottawa Sand 40/70,,1,0.543
Aleksandra_W_F,15,"3,091.75","3,188.08","42,050","23,110",322.45,61.11,"41,330",6,Sand 50/140,Ottawa Sand 40/70,,1,0.218
Aleksandra_W_F,16,"2,985.08","3,091.75","40,720","23,110",327.55,61.04,"38,630",5.97,Sand 50/140,Ottawa Sand 40/70,,1,4.093
Aleksandra_W_F,17,"2,883.38","2,985.08","46,550","23,110",316.65,61.2,"38,850",6,Sand 50/140,Ottawa Sand 40/70,,1,0.031
Aleksandra_W_F,18,"2,753.54","2,883.38","42,700","23,110",320.85,60.99,"39,500",6,Sand 50/140,Ottawa Sand 40/70,,1,0.574
Aleksandra_W_F,19,"2,638.95","2,753.54","39,560","23,110",336.47,60.93,"37,410",6,Sand 50/140,Ottawa Sand 40/70,,1,0.055
Aleksandra_W_G,1,"4,354.89","4,398.45","50,500",,366.9,30.97,"55,800",4.3,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,1.993
Aleksandra_W_G,2,"4,257.37","4,354.89","50,300",,586.31,61.02,"55,370",5.04,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,0.401
Aleksandra_W_G,3,"4,157.92","4,257.37","48,820",,"1,063.13",60.94,"54,110",3.96,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,0.666
Aleksandra_W_G,4,"4,061.89","4,157.92","55,480",,497.52,60.89,"53,850",5.42,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,2.435
Aleksandra_W_G,5,"3,964.29","4,061.89",0,,0,0,0,0,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,0.248
Aleksandra_W_G,6,"3,878.98","3,964.29","54,030",,478.66,60.95,"54,880",5.64,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,0.131
Aleksandra_W_G,7,"3,791.71","3,878.98","54,130",,528.5,60.92,"51,960",5.36,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,0.086
Aleksandra_W_G,8,"3,719.07","3,791.71","41,530",,605.1,60.97,"55,730",5.1,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,0.542
Aleksandra_W_G,9,"3,504.05","3,604.72","55,570",,472.11,60.98,"53,340",6,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,0.46
Aleksandra_W_G,10,"3,405.64","3,504.05","21,240",,413.68,60.94,"51,830",6,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,0.432
Aleksandra_W_G,11,"3,305.77","3,405.64","44,380",,572.64,60.94,"49,240",5.31,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,0.245
Aleksandra_W_G,12,"3,205.56","3,305.77","42,040",,442.01,61,"54,200",5.99,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,1.374
Aleksandra_W_G,13,"3,108.34","3,205.56","53,690",,425.28,61.06,"51,320",5.99,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,0.386
Aleksandra_W_G,14,"3,008.97","3,108.34","49,430",,468.76,61.01,"49,220",5.75,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,0.146
Aleksandra_W_G,15,"2,911.65","3,008.97","51,480",,323.64,61.02,"48,510",6,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,1.874
Aleksandra_W_G,16,"2,813.58","2,911.65","53,270",,333.74,61.01,"49,330",6,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,0.182
Aleksandra_W_G,17,"2,713.55","2,813.58","47,940",,314.24,60.94,"46,610",6,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,4.464
Aleksandra_W_G,18,"2,600.97","2,713.55","44,310",,358.9,30.99,"48,750",5.76,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1,32.722
Aleksandra_W_G,19,"2,486.14","2,600.97",0,,0,0,0,0,Sand 50/140,Ottawa Sand 40/70 ,Sb Excel 20/40 ,1, nan
Aleksandra_W_H,1,"4,439.53","4,500.00","57,930",,423.93,31.12,"53,190",5.97,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,1.096
Aleksandra_W_H,2,"4,338.82","4,439.53","52,540",,513.04,61.01,"51,120",5.95,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.427
Aleksandra_W_H,3,"4,240.41","4,338.82","55,220",,530.22,61.01,"55,350",5.85,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.764
Aleksandra_W_H,4,"4,158.14","4,240.41","55,440",,339.42,61.05,"55,890",5.97,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.012
Aleksandra_W_H,5,"4,058.54","4,158.14","38,990",,382.64,60.99,"48,990",6,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.485
Aleksandra_W_H,6,"3,961.04","4,058.54","54,920",,348.16,60.98,"48,440",5.99,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,3.415
Aleksandra_W_H,7,"3,861.64","3,961.04","47,300",,372.98,61.07,"44,830",6,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.651
Aleksandra_W_H,8,"3,789.05","3,861.64","56,360",,354.53,60.96,"52,520",5.9,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,1.382
Aleksandra_W_H,9,"3,568.16","3,789.05","51,500",,362.95,61,"47,800",5.99,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.866
Aleksandra_W_H,10,"3,470.52","3,568.16","56,910",,379.41,61.14,"45,750",5.92,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,4.513
Aleksandra_W_H,11,"3,383.83","3,470.52","52,070",,363.38,61.02,"49,200",5.98,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,1.699
Aleksandra_W_H,12,"3,282.87","3,383.83","47,160",,344.58,61.01,"48,200",6,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.109
Aleksandra_W_H,13,"3,169.83","2,260.70","41,720",,376.05,61.17,"45,830",6,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1, nan
Aleksandra_W_H,14,"3,074.44","3,169.83","31,250",,338.31,61.05,"44,580",5.99,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.152
Aleksandra_W_H,15,"2,977.40","3,074.44","56,010",,332.68,63.97,"44,620",5.92,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,1.708
Aleksandra_W_H,16,"2,876.85","2,977.40","46,520",,277.25,63.01,"45,310",5.99,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,3.455
Aleksandra_W_H,17,"2,776.26","2,876.85","49,040",,326.46,66.03,"47,590",5.97,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.972
Aleksandra_W_H,18,"2,677.36","2,776.26","47,050",,347.55,60.99,"49,440",5.93,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.911
Aleksandra_W_H,19,"2,562.79","2,677.36","44,240",,366.78,61.06,"44,700",5.99,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.834
Aleksandra_W_I,1,"4,771.89","4,817.93","40,980",,499.01,31,"57,390",3.74,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,3.891
Aleksandra_W_I,2,"4,672.03","4,771.89","44,910",,343.08,61.01,"51,420",3.2,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,4.464
Aleksandra_W_I,3,"4,572.48","4,672.03","52,710",,142.24,60,"54,010",0.9,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.828
Aleksandra_W_I,4,"4,486.20","4,572.48","55,470",,435.82,61.06,"55,080",2.81,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.073
Aleksandra_W_I,5,"4,391.43","4,486.20","56,500",,271.20,60.89,"54,200",2.4,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,1.199
Aleksandra_W_I,6,"4,290.29","4,391.43","48,500",,227.18,61.01,"54,300",2.9,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.451
Aleksandra_W_I,7,"4,190.02","4,290.29","49,200",,346.71,61,"55,890",2,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.541
Aleksandra_W_I,8,"4,076.27","4,190.02","42,300",,246.39,60.93,"51,020",3.37,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,2.445
Aleksandra_W_I,9,"3,918.37","4,005.27","56,430",,268.28,61.02,"52,870",3,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.789
Aleksandra_W_I,10,"3,832.98","3,918.37","42,400",,233.6,60.98,"51,080",3.31,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,2.314
Aleksandra_W_I,11,"3,732.04","3,832.98","40,720",,288.42,60.32,"51,340",2.4,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,1.173
Aleksandra_W_I,12,"3,645.07","3,732.04","47,210",,259.38,60.9,"51,680",3.17,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.9
Aleksandra_W_I,13,"3,560.43","3,645.07","45,950",,276.45,61.12,"50,050",3.92,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.699
Aleksandra_W_I,14,"3,460.25","3,560.43","38,640",,201.53,61.02,"47,070",3.86,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.113
Aleksandra_W_I,15,"3,378.55","3,460.25","41,940",,211.86,60.79,"49,610",4.61,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.068
Aleksandra_W_I,16,"3,281.82","3,378.55","40,210",,189.5,61.15,"48,000",3.6,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,2.675
Aleksandra_W_I,17,"3,182.27","3,281.82","39,800",,199.6,61.01,"50,100",4.25,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,1.886
Aleksandra_W_I,18,"3,083.15","3,182.27","42,600",,193.1,61.05,"49,000",4.25,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,2.647
Aleksandra_W_I,19,"3,001.58","3,083.15","43,200",,181.3,61.1,"46,600",3.8,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,0.653
Aleksandra_W_I,20,"2,887.57","3,001.58","40,600",,202.4,61,"44,900",4.4,Sand 50/140,Ottawa Sand 40/70, Sb Excel 20/40,1,1.635
Aleksandra_W_J,1,"4,524.93","4,585.00","51,820","25,430",448.79,31.01,"55,140",4.49,Sand 50/140, Ottawa Sand 40/70,,1,0.031
Aleksandra_W_J,2,"4,424.19","4,524.93","55,320","25,430",472.18,61.06,"54,530",5.33,Sand 50/140, Ottawa Sand 40/70,,1,0.256
Aleksandra_W_J,3,"4,323.97","4,424.19","54,260","25,430",500.30,61.08,"54,850",5.46,Sand 50/140, Ottawa Sand 40/70,,1,0.494
Aleksandra_W_J,4,"4,236.58","4,323.97","44,650","25,430",497.8,61.02,"55,860",5.05,Sand 50/140, Ottawa Sand 40/70,,1,0.344
Aleksandra_W_J,5,"4,134.04","4,236.58","44,000","25,430",474.26,61.2,"57,010",5.79,Sand 50/140, Ottawa Sand 40/70,,1,0.131
Aleksandra_W_J,6,"4,032.75","4,134.04","56,490","25,430",565.53,60.52,"49,310",5.5,Sand 50/140, Ottawa Sand 40/70,,1,0.793
Aleksandra_W_J,7,"3,930.32","4,032.75","54,730","25,430",446.75,61,"51,120",5.96,Sand 50/140, Ottawa Sand 40/70,,1,1.143
Aleksandra_W_J,8,"3,842.88","3,930.32","50,330","25,430",358.88,61,"46,150",6.0,Sand 50/140, Ottawa Sand 40/70,,1,0.034
Aleksandra_W_J,9,"3,783.31","3,842.88","56,140","25,430",361.11,61,"49,740",5.94,Sand 50/140, Ottawa Sand 40/70,,1,0.332
Aleksandra_W_J,10,"3,657.37","3,753.45","54,620","25,430",370.67,61,"50,220",5.99,Sand 50/140, Ottawa Sand 40/70,,1,0.647
Aleksandra_W_J,11,"3,559.73","3,657.37","55,210","25,430",358.89,61.03,"50,940",5.95,Sand 50/140, Ottawa Sand 40/70,,1,0.237
Aleksandra_W_J,12,"3,462.00","3,559.73","40,330","25,430",360.88,61.62,"50,830",6,Sand 50/140, Ottawa Sand 40/70,,1,2.316
Aleksandra_W_J,13,"3,360.75","3,462.00","54,320","25,430",353.82,61.02,"48,600",5.95,Sand 50/140, Ottawa Sand 40/70,,1,0.385
Aleksandra_W_J,14,"3,259.02","3,360.75","50,290","25,430",349.11,60.39,"50,790",5.9,Sand 50/140, Ottawa Sand 40/70,,1,2.877
Aleksandra_W_J,15,"3,158.62","3,259.02","45,650","25,430",318.46,61.04,"50,230",5.99,Sand 50/140, Ottawa Sand 40/70,,1,1.976
Aleksandra_W_J,16,"3,059.35","3,158.62","53,890","25,430",387.16,61,"52,900",5.84,Sand 50/140, Ottawa Sand 40/70,,1,1.054
Aleksandra_W_J,17,"2,956.79","3,059.35","55,160","25,430",364.47,61,"47,560",5.94,Sand 50/140, Ottawa Sand 40/70,,1,1.627
Aleksandra_W_J,18,"2,854.88","2,956.79","50,690","25,430",295.85,61.08,"50,160",6,Sand 50/140, Ottawa Sand 40/70,,1,1.007
Aleksandra_W_J,19,"2,757.88","2,367.89","50,880","25,430",316.93,61.02,"51,100",5.96,Sand 50/140, Ottawa Sand 40/70,,1, nan
Aleksandra_W_J,20,"2,642.53","2,757.88","48,420","25,430",345.88,61,"47,440",5.99,Sand 50/140, Ottawa Sand 40/70,,1,0.487
Aleksandra_W_K,1,"4,372.17","4,435.00","58,700","30,500",368.5,31,"56,100",5.4,Sand 50/140 ,Ottawa Sand 40/70,,1,5.669
Aleksandra_W_K,2,"4,275.57","4,372.17","50,200","30,500",494.3,60.94,"56,500",5.4,Sand 50/140 ,Ottawa Sand 40/70,,1,3.953
Aleksandra_W_K,3,"4,174.97","4,275.57","55,100","30,500",504.10,61.03,"55,800",5.8,Sand 50/140 ,Ottawa Sand 40/70,,1,0.165
Aleksandra_W_K,4,"4,076.24","4,174.97","55,200","30,500",377.7,61.02,"53,000",6,Sand 50/140 ,Ottawa Sand 40/70,,1,0.564
Aleksandra_W_K,5,"3,973.94","4,076.24","55,900","30,500",354.81,61.01,"53,660",5.98,Sand 50/140 ,Ottawa Sand 40/70,,1,0.023
Aleksandra_W_K,6,"3,874.38","3,973.94","53,120","30,500",356.98,61.11,"51,920",5.99,Sand 50/140 ,Ottawa Sand 40/70,,1,1.707
Aleksandra_W_K,7,"3,773.02","3,874.38","51,920","30,500",361.31,61,"48,950",5.99,Sand 50/140 ,Ottawa Sand 40/70,,1,0.855
Aleksandra_W_K,8,"3,659.20","3,773.02","51,750","30,500",347.88,61.01,"52,860",6.0,Sand 50/140 ,Ottawa Sand 40/70,,1,1.73
Aleksandra_W_K,9,"3,541.27","3,600.69","49,120","30,500",354.39,61.01,"46,760",5.99,Sand 50/140 ,Ottawa Sand 40/70,,1,1.571
Aleksandra_W_K,10,"3,443.96","3,541.27","41,780","30,500",86.7,60.9,"41,020",6,Sand 50/140 ,Ottawa Sand 40/70,,1,0.622
